Periodo,Ciudad,Operacion,Tipo,Colonia,n,precio_representativo,precio_min,precio_max,precio_skew,precio_metodo,area_m2_representativo,area_m2_min,area_m2_max,area_m2_skew,area_m2_metodo,PxM2_representativo,PxM2_min,PxM2_max,PxM2_skew,PxM2_metodo
Sep25,Zap,Ven,Cas,Los Tréboles,5,1450000.0,1205640.0,1630000.0,-0.2114852193663544,mediana_rango,62.0,59.0,119.0,1.2341926541483677,mediana_rango,19445.8064516129,13025.210084033612,27627.1186440678,0.5028177516137561,mediana_rango
Sep25,Zap,Ven,Cas,Madeiras,15,4090000.0,3225000.0,5750000.0,0.9737927287548684,mediana_IQR,160.0,99.0,242.0,0.3264207655657972,mediana_IQR,25874.125874125875,22619.04761904762,38888.88888888889,1.381121952756073,mediana_IQR
Sep25,Zap,Ven,Cas,Maple Coto 1,10,7145000.0,6390000.0,9300000.0,0.9000799703071847,mediana_IQR,230.0,200.0,287.0,0.6659969438840383,mediana_IQR,31813.72549019608,25357.14285714286,42000.0,1.4552899217244033,mediana_IQR
Sep25,Zap,Ven,Cas,Mirador de San Isidro,7,4500000.0,3740000.0,7300000.0,2.149975856551102,mediana_rango,160.0,96.0,243.0,0.9546018313423483,mediana_rango,28218.75,26338.028169014084,49656.25,2.431338193621321,mediana_rango
Sep25,Zap,Ven,Cas,Mirador del Bosque,7,1483000.0,1178000.0,1730000.0,-0.04252216081065691,mediana_rango,72.0,63.0,86.0,0.04642943914171684,mediana_rango,18698.4126984127,17244.18604651163,24027.777777777777,1.1125143296144033,mediana_rango
Sep25,Zap,Ven,Cas,Mirador del Sol,5,6700000.0,3995000.0,6900000.0,-0.5983610346869357,mediana_rango,153.0,100.0,228.0,-0.06373638862183537,mediana_rango,30263.157894736843,26845.637583892614,44771.24183006536,0.701252489109069,mediana_rango
Sep25,Zap,Ven,Cas,Mítica Residencial,7,17850000.0,13500000.0,23500000.0,0.11218703207378479,mediana_rango,425.0,308.0,620.0,0.5174364461715851,mediana_rango,43831.168831168834,37903.22580645161,47402.5974025974,-0.3913120994427973,mediana_rango
Sep25,Zap,Ven,Cas,Olivos Residencial,14,14650000.0,7920000.0,25000000.0,0.5104905468742164,mediana_IQR,383.0,182.0,555.0,-0.19380143625757545,mediana_IQR,38673.674360573925,29700.27247956403,45045.04504504504,-0.2544700749605235,mediana_IQR
Sep25,Zap,Ven,Cas,Palermo,6,1599500.0,1150000.0,2600000.0,1.3518237062201715,mediana_rango,73.0,46.0,200.0,1.1307956733238818,mediana_rango,20954.844961240313,9100.0,34782.608695652176,0.17963657443567457,mediana_rango
Sep25,Zap,Ven,Cas,Parque Virreyes,13,17645999.0,10750000.0,38000000.0,0.9370777538205436,mediana_IQR,350.0,207.0,650.0,0.5678091456884324,mediana_IQR,50417.14,31250.0,72188.56857142856,0.21400531995681024,mediana_IQR
