id,PaginaWeb,Ciudad,Colonia,operacion,tipo_propiedad,area_m2,recamaras,estacionamientos,precio,mantenimiento,longitud,latitud,tiempo_publicacion,Banos_totales,antiguedad_icon,PxM2,Fecha_Scrap
Gdl-Loma_Cas-006M-180_03-02-02_KWGRA-10338-20693,Inm24,Gdl,Lomas de Providencia,Ven,Cas,180.0,3.0,2.0,6550000.0,,-103.386167,20.693325,52.0,2.0,,36388.88888888889,
Gdl-Loma_Cas-005M-280_04-03-02_RealH-10328-20683,Inm24,Gdl,Lomas de San Eugenio,Ven,Cas,280.0,4.0,2.0,5500000.0,,-103.288248,20.683639,42.0,3.0,20.0,19642.85714285714,
Gdl-Loma_Cas-013M-349_04-04-02_YABEA-10336-20701,Inm24,Gdl,Lomas del Country,Ven,Cas,349.0,4.0,2.0,13000000.0,,-103.36578,20.70113,324.0,4.5,55.0,37249.28366762178,
Gdl-Loma_Cas-010M-345_04-05-02_ZMGIn-10336-20697,Inm24,Gdl,Lomas del Country,Ven,Cas,345.0,4.0,2.0,10500000.0,,-103.364001,20.697952,31.0,5.5,0.0,30434.78260869565,
Gdl-Loma_Cas-002M-227_04-02-02_GDLPr-10327-20678,Inm24,Gdl,Lomas del Gallo,Ven,Cas,227.0,4.0,2.0,2865000.0,1.0,-103.274063,20.678053,31.0,2.0,0.0,12621.14537444934,
Gdl-Loma_Cas-003M-080_03-01-00_PALOM-10331-20648,Inm24,Gdl,Lomas del Paradero,Ven,Cas,80.0,3.0,,3300000.0,,-103.314433,20.648584,31.0,1.5,30.0,41250.0,
Gdl-Loma_Cas-002M-204_03-02-01_Pulpp-10332-20723,Inm24,Gdl,Lomas del Paraíso I,Ven,Cas,204.0,3.0,1.0,2500000.0,,-103.329332,20.723851,24.0,2.0,45.0,12254.901960784313,
Gdl-Loma_Cas-003M-087_03-01-02_Evers-10331-20728,Inm24,Gdl,Lomas del Paraíso III,Ven,Cas,87.0,3.0,2.0,3300000.0,,-103.315129,20.728315,104.0,1.0,25.0,37931.03448275862,
Gdl-Loma_Cas-003M-087_03-01-02_Evers-10331-20728,Inm24,Gdl,Lomas del Paraíso III,Ven,Cas,87.0,3.0,2.0,3300000.0,,-103.315824,20.728575,106.0,1.0,0.0,37931.03448275862,
Gdl-Loma_Cas-003M-087_03-01-02_Evers-10331-20728,Inm24,Gdl,Lomas del Paraíso III,Ven,Cas,87.0,3.0,2.0,3300000.0,,-103.315605,20.72844,108.0,1.0,35.0,37931.03448275862,
Gdl-LosA_Cas-003M-150_03-01-02_Evers-10328-20679,Inm24,Gdl,Los Arrayanes,Ven,Cas,150.0,3.0,2.0,3550000.0,,-103.280751,20.679294,27.0,1.0,25.0,23666.666666666668,
Gdl-LosA_Cas-003M-137_03-01-03_JUANM-10327-20677,Inm24,Gdl,Los Arrayanes,Ven,Cas,137.0,3.0,3.0,3550000.0,,-103.27919,20.677402,34.0,1.0,22.0,25912.40875912409,
Gdl-Láza_Cas-003M-201_04-02-02_Habix-10338-20621,Inm24,Gdl,Lázaro Cárdenas,Ven,Cas,201.0,4.0,2.0,3800000.0,,-103.38143,20.621416,64.0,2.0,,18905.47263681592,
