Ciudad,Colonia,operacion,tipo_propiedad,variable,valor
Zap,Parque Virreyes,Ven,Cas,precio,23450000.0
Zap,Madeiras,Ven,Cas,precio,4200000.0
Zap,Puerta de Hierro,Ven,Cas,precio,23990000.0
Zap,Bosques de San Isidro (Las Cañadas),Ven,Cas,precio,33000000.0
Gdl,Italia Providencia,Ven,Cas,precio,12300000.0
Zap,Ciudad Bugambilias,Ven,Cas,precio,13000000.0
Zap,Ciudad del Sol,Ven,Cas,precio,26273581.0
Desconocido,Desconocida,Ven,Cas,precio,7500000.0
Zap,Olivos Residencial,Ven,Cas,precio,7920000.0
Zap,Jardines del Sol,Ven,Cas,precio,5950000.0
Zap,Colinas de San Javier,Ven,Cas,precio,32035984.0
Zap,Valle Imperial,Ven,Cas,precio,6650000.0
Zap,Chapalita Oriente,Ven,Cas,precio,31990000.0
Gdl,Jardines de Los Arcos,Ven,Cas,precio,21205829.0
Zap,Puerta de Hierro,Ven,Cas,precio,45000000.0
Zap,Ciudad del Sol,Ven,Cas,precio,23574345.0
Gdl,Lomas de Providencia,Ven,Cas,precio,23249592.0
Gdl,El Retiro,Ven,Cas,precio,3500000.0
Desconocido,Desconocida,Ven,Cas,precio,4328000.0
Zap,Soare Acantia I,Ven,Cas,precio,7500000.0
Zap,La Estancia,Ven,Cas,precio,27181890.0
Zap,Atlas Colomos,Ven,Cas,precio,37400000.0
Zap,Vistas del Sol,Ven,Cas,precio,18990000.0
Zap,Zotogrande,Ven,Cas,precio,47666998.0
Zap,Los Frailes,Ven,Cas,precio,35234721.0
Zap,Puerta del Bosque,Ven,Cas,precio,28891200.0
Zap,Puerta de Hierro,Ven,Cas,precio,39000000.0
Zap,Soare Acantia I,Ven,Cas,precio,7500000.0
Zap,Bosque de Las Lomas,Ven,Cas,precio,47473579.0
Zap,Los Castaños,Ven,Cas,precio,22351798.0
Gdl,Jardines Alcalde,Ven,Cas,precio,7500000.0
Zap,Valle Imperial,Ven,Cas,precio,6900000.0
Zap,Los Pinos,Ven,Cas,precio,23900000.0
Desconocido,Desconocida,Ven,Cas,precio,32445952.0
Zap,El Tigre,Ven,Cas,precio,4400000.0
Zap,Sin Nombre,Ven,Cas,precio,69376228.0
Zap,Mítica Residencial,Ven,Cas,precio,13500000.0
Gdl,Chapalita,Ven,Cas,precio,25666439.0
Zap,El Vigía,Ven,Cas,precio,4700000.0
Zap,Los Frailes,Ven,Cas,precio,28418630.0
Zap,Base Aérea Militar No 5,Ven,Cas,precio,8300000.0
Zap,Soare Acantia I,Ven,Cas,precio,7700000.0
Zap,Mirador del Sol,Ven,Cas,precio,3995000.0
Gdl,San Juan de Dios,Ven,Cas,precio,13000000.0
Zap,Zotogrande,Ven,Cas,precio,52620535.0
Zap,Ciudad del Sol,Ven,Cas,precio,24872366.0
Zap,Ciudad Bugambilias,Ven,Cas,precio,8300000.0
Desconocido,Desconocida,Ven,Cas,precio,9990000.0
Zap,Chapalita Oriente,Ven,Cas,precio,30800000.0
Zap,Santa Ana Tepetitlán,Ven,Cas,precio,3650000.0
Gdl,Country Club,Ven,Cas,precio,38622400.0
Zap,Zotogrande,Ven,Cas,precio,52650515.0
Zap,Reserva Real,Ven,Cas,precio,22150283.0
Zap,Coto F2 Sur Sivec,Ven,Cas,precio,4250000.0
Zap,Bosques Vallarta,Ven,Cas,precio,7450000.0
Zap,El Colli Urbano,Ven,Cas,precio,6650000.0
Zap,Puerta del Bosque,Ven,Cas,precio,43039507.0
Zap,Soare Acantia I,Ven,Cas,precio,9190000.0
Zap,Royal Country,Ven,Cas,precio,12700000.0
Zap,Camichines Vallarta,Ven,Cas,precio,15708508.0
Zap,Villa Magna,Ven,Cas,precio,37219095.0
Gdl,Colinas de San Javier,Ven,Cas,precio,29990000.0
Zap,San Francisco,Ven,Cas,precio,62853072.0
Zap,Ciudad Bugambilias,Ven,Cas,precio,22000000.0
Zap,La Venta del Astillero,Ven,Cas,precio,3950000.0
Zap,Lomas del Valle,Ven,Cas,precio,25999000.0
Zap,Ciudad Bugambilias,Ven,Cas,precio,11903384.0
Zap,La Estancia,Ven,Cas,precio,27243945.0
Gdl,Providencia 4a Sección,Ven,Cas,precio,35000000.0
Gdl,Ladrón de Guevara,Ven,Cas,precio,6700000.0
Zap,Reserva Real,Ven,Cas,precio,20706294.0
Zap,Puerta del Bosque,Ven,Cas,precio,27558100.0
Desconocido,Desconocida,Ven,Cas,precio,19662684.0
Zap,Royal Country,Ven,Cas,precio,26500000.0
Zap,Arauca II,Ven,Cas,precio,15989315.0
Gdl,Prados Providencia,Ven,Cas,precio,22846119.0
Desconocido,Desconocida,Ven,Cas,precio,13684868.0
Zap,Alianza de Cazadores Diana,Ven,Cas,precio,13192164.0
Zap,Rancho Contento,Ven,Cas,precio,19976824.0
Gdl,Chapalita,Ven,Cas,precio,17512765.0
Zap,Reserva Real,Ven,Cas,precio,65550000.0
Zap,Praderas de San Antonio,Ven,Cas,precio,3178000.0
Zap,Puerta Aqua,Ven,Cas,precio,44312005.0
Gdl,Colinas de San Javier,Ven,Cas,precio,39500000.0
Gdl,Jardines de Los Arcos,Ven,Cas,precio,5580000.0
Zap,El Prado,Ven,Cas,precio,39500000.0
Zap,Valle Imperial,Ven,Cas,precio,8950000.0
Gdl,Miravalle,Ven,Cas,precio,2900000.0
Gdl,Jardines de Los Arcos,Ven,Cas,precio,16261130.0
Zap,Pinar de La Venta,Ven,Cas,precio,12000000.0
Zap,Palermo,Ven,Cas,precio,1600000.0
Zap,Los Pinos,Ven,Cas,precio,14500000.0
Zap,Santa Fe,Ven,Cas,precio,5600000.0
Gdl,Monraz,Ven,Cas,precio,23236016.0
Zap,Las Palmas,Ven,Cas,precio,40696278.0
Zap,Colinas del Rey,Ven,Cas,precio,4590000.0
Zap,Lomas del Fortín,Ven,Cas,precio,7000000.0
Zap,Jardines de Nuevo México,Ven,Cas,precio,4650000.0
Gdl,Prados Providencia,Ven,Cas,precio,23953448.0
Zap,Sin Nombre,Ven,Cas,precio,21962886.0
Zap,Jardines del Sol,Ven,Cas,precio,9990000.0
Desconocido,Desconocida,Ven,Cas,precio,21038037.0
Zap,Vallarta Universidad,Ven,Cas,precio,14950000.0
Zap,Puerta de Hierro,Ven,Cas,precio,39963600.0
Zap,Coto F2 Norte Sienna,Ven,Cas,precio,4150000.0
Zap,Ciudad Bugambilias,Ven,Cas,precio,22800000.0
Zap,Campo Real,Ven,Cas,precio,5500000.0
Zap,El Colli Urbano,Ven,Cas,precio,6100000.0
Zap,Bosques de San Isidro (Las Cañadas),Ven,Cas,precio,21919400.0
Zap,Ciudad Granja,Ven,Cas,precio,41418000.0
Zap,Villa Universitaria,Ven,Cas,precio,20085920.0
Zap,Arauca II,Ven,Cas,precio,18787995.0
Zap,Puerta del Bosque,Ven,Cas,precio,31499000.0
Gdl,Chapalita,Ven,Cas,precio,5500000.0
Zap,Vistas del Sol,Ven,Cas,precio,21500000.0
Zap,Alcázar Oriente,Ven,Cas,precio,28406540.0
Zap,Madeiras,Ven,Cas,precio,4750000.0
Gdl,Jardines del Country,Ven,Cas,precio,10100000.0
Gdl,Jardines del Bosque,Ven,Cas,precio,14000000.0
Desconocido,Desconocida,Ven,Cas,precio,35799568.0
Zap,Villa Universitaria,Ven,Cas,precio,15500000.0
Zap,Bosque de Las Lomas,Ven,Cas,precio,41988203.0
Desconocido,Desconocida,Ven,Cas,precio,5700000.0
Zap,Chapalita Sur,Ven,Cas,precio,21000000.0
Zap,Las Alamedas,Ven,Cas,precio,5200000.0
Zap,Ciudad Bugambilias,Ven,Cas,precio,10500000.0
Zap,Madeiras,Ven,Cas,precio,3575000.0
Gdl,Jardines de Los Arcos,Ven,Cas,precio,13495000.0
Gdl,Jardines del Bosque,Ven,Cas,precio,7650000.0
Zap,Del Parque,Ven,Cas,precio,14790000.0
Gdl,Terranova,Ven,Cas,precio,11900000.0
Zap,Lagos del Country,Ven,Cas,precio,8290000.0
Zap,La Calma,Ven,Cas,precio,7690000.0
Zap,Virreyes,Ven,Cas,precio,10150000.0
Zap,El Vigía,Ven,Cas,precio,1989000.0
Zap,Puerta Las Lomas,Ven,Cas,precio,40000000.0
Zap,Boreales,Ven,Cas,precio,4350000.0
Zap,Jardines de Guadalupe,Ven,Cas,precio,8450000.0
Zap,Azaleas,Ven,Cas,precio,18400000.0
Zap,Los Robles,Ven,Cas,precio,11399999.0
Zap,Las Lomas Golf Hábitat,Ven,Cas,precio,58000000.0
Zap,Puerta Las Lomas,Ven,Cas,precio,28900000.0
Zap,La Cima,Ven,Cas,precio,7590000.0
Gdl,El Dean,Ven,Cas,precio,3499000.0
Zap,Ciudad Bugambilias,Ven,Cas,precio,10950000.0
Gdl,Lomas del Country,Ven,Cas,precio,10500000.0
Zap,El Capullo,Ven,Cas,precio,29500000.0
Gdl,Lomas de Oblatos,Ven,Cas,precio,2700000.0
Gdl,Bosques de La Victoria,Ven,Cas,precio,400000.0
Zap,Valle Real,Ven,Cas,precio,22239999.0
Zap,Lomas del Seminario,Ven,Cas,precio,9900000.0
Zap,Alcázar Poniente,Ven,Cas,precio,29029999.0
Zap,Bosques Vallarta,Ven,Cas,precio,8340000.0
Gdl,Arcos,Ven,Cas,precio,26500000.0
Zap,La Sauceda,Ven,Cas,precio,3000000.0
Zap,Valeira,Ven,Cas,precio,9150000.0
Zap,Atlas Colomos,Ven,Cas,precio,33250999.0
Zap,Bosques de San Isidro (Las Cañadas),Ven,Cas,precio,14000000.0
Zap,Conjunto Patria,Ven,Cas,precio,12900000.0
Zap,Los Molinos,Ven,Cas,precio,1572000.0
Zap,Mirador del Sol,Ven,Cas,precio,6700000.0
Zap,Sin Nombre,Ven,Cas,precio,15594999.0
Zap,Auditorio,Ven,Cas,precio,4000000.0
Gdl,8 de Julio,Ven,Cas,precio,2500000.0
Zap,Valle Imperial,Ven,Cas,precio,5400000.0
Zap,Valle Imperial,Ven,Cas,precio,10001999.0
Zap,Ciudad Bugambilias,Ven,Cas,precio,13600000.0
Zap,Ciudad Bugambilias,Ven,Cas,precio,21300000.0
Zap,Pinar de La Venta,Ven,Cas,precio,19900000.0
Zap,Alianza de Cazadores Diana,Ven,Cas,precio,10300000.0
Zap,La Loma Alta,Ven,Cas,precio,3380000.0
Zap,Santa Ana Tepetitlán,Ven,Cas,precio,24700000.0
Gdl,Las Torres,Ven,Cas,precio,2400000.0
Gdl,Obrera,Ven,Cas,precio,4200000.0
Gdl,Zona Centro,Ven,Cas,precio,11000000.0
Zap,Ciudad del Sol,Ven,Cas,precio,13150000.0
Zap,Valle de Los Molinos,Ven,Cas,precio,1700000.0
Zap,El Colli Urbano,Ven,Cas,precio,2780000.0
Zap,Campo Real,Ven,Cas,precio,1750000.0
Zap,La Cima,Ven,Cas,precio,23990000.0
Zap,Francisco Sarabia,Ven,Cas,precio,4020000.0
Zap,San Isidro Residencial,Ven,Cas,precio,5795000.0
Zap,Jardines de Nuevo México,Ven,Cas,precio,2150000.0
Gdl,Olimpica,Ven,Cas,precio,4200000.0
Zap,Santa Ana Tepetitlán,Ven,Cas,precio,3000050.0
Zap,Los Almendros,Ven,Cas,precio,6545000.0
Zap,La Cima,Ven,Cas,precio,8000000.0
Zap,Atemajac del Valle,Ven,Cas,precio,3190000.0
Gdl,Los Arrayanes,Ven,Cas,precio,3550000.0
Zap,Real Vallarta,Ven,Cas,precio,10500000.0
Zap,Ciudad del Sol,Ven,Cas,precio,14000000.0
Zap,Victoria,Ven,Cas,precio,7500000.0
Gdl,Chapalita,Ven,Cas,precio,12500000.0
Zap,Industrial Zapopan Norte,Ven,Cas,precio,3900000.0
Zap,Valle Real,Ven,Cas,precio,32000000.0
Gdl,Terranova,Ven,Cas,precio,19200000.0
Zap,Arcos de Guadalupe,Ven,Cas,precio,7850000.0
Zap,Prados Vallarta,Ven,Cas,precio,8389000.0
Desconocido,Desconocida,Ven,Cas,precio,14750000.0
Zap,Pinar de La Venta,Ven,Cas,precio,11300000.0
Zap,Soare II Coto2,Ven,Cas,precio,7990000.0
Zap,Ciudad Bugambilias,Ven,Cas,precio,12567999.0
Zap,Zotogrande,Ven,Cas,precio,57000000.0
Zap,Valle Real,Ven,Cas,precio,26904999.0
Gdl,Aaron Joaquín,Ven,Cas,precio,2500000.0
Zap,Ciudad Bugambilias,Ven,Cas,precio,8450000.0
Zap,Coto Abie,Ven,Cas,precio,3177560.0
Zap,Las Arboledas,Ven,Cas,precio,6490000.0
Zap,Bosques,Ven,Cas,precio,3990000.0
Zap,Bosques de San Isidro (Las Cañadas),Ven,Cas,precio,9450000.0
Zap,Santa Ana Tepetitlán,Ven,Cas,precio,4900000.0
Zap,La Moraleja,Ven,Cas,precio,1876000.0
Zap,Soare II Coto2,Ven,Cas,precio,8590000.0
Zap,Pinar de La Venta,Ven,Cas,precio,7500000.0
Gdl,Providencia 3a Sección,Ven,Cas,precio,11750000.0
Zap,El Fortín,Ven,Cas,precio,2600000.0
Zap,Prados Tepeyac,Ven,Cas,precio,14900000.0
Zap,Colinas del Rio,Ven,Cas,precio,5200000.0
Gdl,Arboledas Sur,Ven,Cas,precio,2190000.0
Gdl,Ladrón de Guevara,Ven,Cas,precio,10400000.0
Zap,Bosques del Centinela,Ven,Cas,precio,5800000.0
Zap,Entrelomas,Ven,Cas,precio,15200000.0
Gdl,Mezquitán Country,Ven,Cas,precio,7950000.0
Zap,Real de Valdepeñas,Ven,Cas,precio,5200000.0
Zap,Jardines del Sol,Ven,Cas,precio,12600000.0
Zap,Villa Coral,Ven,Cas,precio,29000000.0
Gdl,Artesanos (Sagrada Familia y/o Jesús),Ven,Cas,precio,4000000.0
Zap,Jardín Real,Ven,Cas,precio,7998000.0
Zap,Lomas del Valle,Ven,Cas,precio,9850000.0
Gdl,Quinta Velarde,Ven,Cas,precio,3000000.0
Zap,Miramar,Ven,Cas,precio,3800000.0
Zap,Colinas del Rio,Ven,Cas,precio,4100000.0
Zap,Los Telares,Ven,Cas,precio,1800000.0
Zap,El Colli Urbano,Ven,Cas,precio,5500000.0
Gdl,Revolución,Ven,Cas,precio,4290000.0
Zap,Valle Imperial,Ven,Cas,precio,4800000.0
Zap,Santa Margarita,Ven,Cas,precio,4190000.0
Zap,Sin Nombre,Ven,Cas,precio,13410999.0
Gdl,Providencia 2a Sección,Ven,Cas,precio,14000000.0
Gdl,Chapalita,Ven,Cas,precio,10500000.0
Zap,Real Cantabria,Ven,Cas,precio,4200000.0
Zap,Solares,Ven,Cas,precio,9450000.0
Gdl,La Esperanza (La Federacha),Ven,Cas,precio,3750000.0
Desconocido,Desconocida,Ven,Cas,precio,5270000.0
Zap,Ciudad Granja,Ven,Cas,precio,8699000.0
Zap,Puerta de Plata,Ven,Cas,precio,29000000.0
Gdl,Moderna,Ven,Cas,precio,14500000.0
Zap,Ciudad Bugambilias,Ven,Cas,precio,56450000.0
Zap,Jocotán,Ven,Cas,precio,8590000.0
Zap,Colina de Los Belenes,Ven,Cas,precio,2995000.0
Gdl,Arandas,Ven,Cas,precio,3900000.0
Zap,Base Aérea Militar No 5,Ven,Cas,precio,7500000.0
Zap,Jardines del Valle,Ven,Cas,precio,39500000.0
Zap,Ciudad Granja,Ven,Cas,precio,6250000.0
Zap,Sin Nombre,Ven,Cas,precio,15064999.0
Gdl,Providencia 3a Sección,Ven,Cas,precio,10240000.0
Gdl,Mezquitán Country,Ven,Cas,precio,2750000.0
Zap,Valle Real,Ven,Cas,precio,27950000.0
Zap,Jardín Real,Ven,Cas,precio,7200000.0
Zap,Lomas del Refugio,Ven,Cas,precio,4000000.0
Gdl,Jardines Alcalde,Ven,Cas,precio,7100000.0
Zap,Santa Margarita Residencial,Ven,Cas,precio,2285000.0
Gdl,Jardines del Bosque,Ven,Cas,precio,9500000.0
Zap,Alicante,Ven,Cas,precio,4500000.0
Zap,Valle Real,Ven,Cas,precio,20914999.0
Gdl,Jardines del Bosque,Ven,Cas,precio,9900000.0
Zap,Parque de La Castellana,Ven,Cas,precio,12900000.0
Gdl,Monraz,Ven,Cas,precio,13500000.0
Zap,Fontee,Ven,Cas,precio,7100000.0
Zap,Valle Imperial,Ven,Cas,precio,6300000.0
Zap,San Juan de Ocotán,Ven,Cas,precio,21200000.0
Zap,Valle Imperial,Ven,Cas,precio,23900000.0
Zap,Vallarta Universidad,Ven,Cas,precio,10300000.0
Zap,Ciudad Bugambilias,Ven,Cas,precio,19900000.0
Gdl,Prados Providencia,Ven,Cas,precio,16950000.0
Gdl,Vallarta Poniente,Ven,Cas,precio,16000000.0
Gdl,Verde Valle,Ven,Cas,precio,10565000.0
Zap,La Cima,Ven,Cas,precio,11500000.0
Zap,Altaluz,Ven,Cas,precio,2450000.0
Zap,Cañadas,Ven,Cas,precio,7199000.0
Zap,Argenta Parque Residencial,Ven,Cas,precio,7200000.0
Gdl,El Carmen,Ven,Cas,precio,2100000.0
Gdl,Ladrón de Guevara,Ven,Cas,precio,9375000.0
Zap,Ciudad de Los Niños,Ven,Cas,precio,11900000.0
Zap,Valle Imperial,Ven,Cas,precio,7990000.0
Zap,Jardines del Valle,Ven,Cas,precio,5500000.0
Zap,Valle Real,Ven,Cas,precio,49880000.0
Zap,El Colli Urbano,Ven,Cas,precio,11700000.0
Zap,Tabachines,Ven,Cas,precio,4990000.0
Zap,Tesistán,Ven,Cas,precio,2895000.0
Zap,Los Almendros,Ven,Cas,precio,6700000.0
Desconocido,Desconocida,Ven,Cas,precio,5090000.0
Zap,El Briseño,Ven,Cas,precio,6600000.0
Zap,Guadalupe Inn,Ven,Cas,precio,17500000.0
Zap,Quintas del Federalismo,Ven,Cas,precio,2200000.0
Gdl,Jardines del Country,Ven,Cas,precio,5600000.0
Zap,Valle Real,Ven,Cas,precio,24304999.0
Zap,Valle de San Isidro,Ven,Cas,precio,4975000.0
Zap,Colinas de San Javier,Ven,Cas,precio,6500000.0
Zap,El Paraíso,Ven,Cas,precio,6915596.0
Zap,Unidad José Luis López Portillo,Ven,Cas,precio,4200000.0
Zap,Valle Imperial,Ven,Cas,precio,4150000.0
Zap,Santa Isabel,Ven,Cas,precio,17500000.0
Zap,Azaleas,Ven,Cas,precio,22500000.0
Gdl,La Esperanza (La Federacha),Ven,Cas,precio,5900000.0
Zap,Soare Acantia I,Ven,Cas,precio,7550000.0
Gdl,Jardines de Los Arcos,Ven,Cas,precio,16000000.0
Zap,Ayamonte,Ven,Cas,precio,59000000.0
Gdl,Vallarta Poniente,Ven,Cas,precio,13900000.0
Zap,Bosque de Los Lagos,Ven,Cas,precio,39800000.0
Gdl,Colomos Providencia,Ven,Cas,precio,19999000.0
Zap,Miguel Hidalgo,Ven,Cas,precio,3600000.0
Gdl,Jardines del Country,Ven,Cas,precio,12790000.0
Zap,Crucero de La Mesa,Ven,Cas,precio,10900000.0
Zap,Bosques Vallarta,Ven,Cas,precio,6800000.0
Zap,Madeiras,Ven,Cas,precio,5750000.0
Zap,Coto Abie,Ven,Cas,precio,3395950.0
Zap,Santa Isabel,Ven,Cas,precio,39950000.0
Zap,Vistas del Valle 1,Ven,Cas,precio,9800000.0
Zap,Bosques Vallarta,Ven,Cas,precio,6990000.0
Zap,Jardines de La Patria,Ven,Cas,precio,9000000.0
Zap,Santa Ana Tepetitlán,Ven,Cas,precio,4620000.0
Zap,Santa Ana Tepetitlán,Ven,Cas,precio,3645000.0
Zap,Las Arboledas,Ven,Cas,precio,6100000.0
Zap,Chapalita Oriente,Ven,Cas,precio,8399000.0
Zap,Vicente Guerrero,Ven,Cas,precio,2000000.0
Zap,Valeira,Ven,Cas,precio,10399000.0
Zap,Hacienda del Tepeyac,Ven,Cas,precio,4500000.0
Zap,Maple Coto 1,Ven,Cas,precio,7350000.0
Gdl,Jardines del Sauz,Ven,Cas,precio,5900000.0
Zap,Parque Virreyes,Ven,Cas,precio,17645999.0
Gdl,Jardines Alcalde,Ven,Cas,precio,6013000.0
Zap,Arcos de Guadalupe,Ven,Cas,precio,10500000.0
Zap,Virreyes,Ven,Cas,precio,12895000.0
Zap,Villa Verona,Ven,Cas,precio,31300000.0
Zap,El Centinela,Ven,Cas,precio,35000000.0
Zap,Guadalupe Jardín,Ven,Cas,precio,15800000.0
Zap,Prados Vallarta,Ven,Cas,precio,5975000.0
Desconocido,Desconocida,Ven,Cas,precio,8350000.0
Zap,Soare II Coto2,Ven,Cas,precio,8145000.0
Gdl,Santa Rosa,Ven,Cas,precio,859007.0
Zap,Centro,Ven,Cas,precio,12500000.0
Zap,Pinar de La Venta,Ven,Cas,precio,12000000.0
Gdl,Colomos Providencia,Ven,Cas,precio,12900000.0
Zap,Bosques de San Isidro (Las Cañadas),Ven,Cas,precio,45000000.0
Desconocido,Desconocida,Ven,Cas,precio,7290000.0
Zap,Arenales Tapatíos,Ven,Cas,precio,2300000.0
Gdl,Insurgentes,Ven,Cas,precio,4345000.0
Gdl,Chapalita,Ven,Cas,precio,11250000.0
Zap,Ciudad de Los Niños,Ven,Cas,precio,16500000.0
Gdl,Aldama Tetlán,Ven,Cas,precio,2730000.0
Zap,La Gloria del Colli,Ven,Cas,precio,4450000.0
Zap,Ciudad Bugambilias,Ven,Cas,precio,10950000.0
Gdl,Jardines Plaza del Sol,Ven,Cas,precio,9900000.0
Gdl,Lomas de Polanco,Ven,Cas,precio,2300000.0
Zap,Bosques de San Isidro (Las Cañadas),Ven,Cas,precio,9450000.0
Zap,Las Lomas Golf Hábitat,Ven,Cas,precio,27000000.0
Zap,Los Robles,Ven,Cas,precio,4600000.0
Gdl,Ayuntamiento,Ven,Cas,precio,3300000.0
Zap,Base Aérea Militar No 5,Ven,Cas,precio,6950000.0
Zap,Colina de Los Belenes,Ven,Cas,precio,3850000.0
Zap,Victoria,Ven,Cas,precio,7980000.0
Zap,La Tuzanía,Ven,Cas,precio,1900000.0
Gdl,Monraz,Ven,Cas,precio,16800000.0
Gdl,Del Sur,Ven,Cas,precio,2790000.0
Gdl,Monumental,Ven,Cas,precio,5700000.0
Zap,Ciudad Bugambilias,Ven,Cas,precio,9900000.0
Zap,Chapalita de Occidente,Ven,Cas,precio,9750000.0
Gdl,Vallarta Norte,Ven,Cas,precio,11950000.0
Zap,Puerta del Tule,Ven,Cas,precio,14500000.0
Gdl,Villaseñor (Santa Teresita),Ven,Cas,precio,5700000.0
Zap,Jardines del Valle,Ven,Cas,precio,2550000.0
Gdl,Las Huertas,Ven,Cas,precio,3300000.0
Zap,Sin Nombre,Ven,Cas,precio,9400000.0
Zap,Virreyes,Ven,Cas,precio,19890999.0
Gdl,Colon Industrial,Ven,Cas,precio,7500000.0
Gdl,Jardines del Country,Ven,Cas,precio,5500000.0
Zap,Alicante,Ven,Cas,precio,4750000.0
Gdl,Zona Centro,Ven,Cas,precio,4800000.0
Desconocido,Desconocida,Ven,Cas,precio,7550000.0
Zap,Valle Imperial,Ven,Cas,precio,7800000.0
Zap,Valle Imperial,Ven,Cas,precio,9000000.0
Zap,Arauca I,Ven,Cas,precio,15100000.0
Gdl,Hernández Romo,Ven,Cas,precio,1800000.0
Zap,Base Aérea Militar No 5,Ven,Cas,precio,7875000.0
Zap,Jardín Real,Ven,Cas,precio,10900000.0
Gdl,San Andrés,Ven,Cas,precio,6900000.0
Zap,Madeiras,Ven,Cas,precio,4350000.0
Zap,Los Tréboles,Ven,Cas,precio,1205640.0
Zap,La Cima,Ven,Cas,precio,9500000.0
Zap,Paraísos del Colli,Ven,Cas,precio,2500000.0
Gdl,Terranova,Ven,Cas,precio,13000000.0
Zap,Ciudad Bugambilias,Ven,Cas,precio,8500000.0
Zap,Bosques de San Isidro (Las Cañadas),Ven,Cas,precio,11300000.0
Zap,Alianza de Cazadores Diana,Ven,Cas,precio,12600000.0
Gdl,Santa Rita,Ven,Cas,precio,30000000.0
Zap,Guadalajarita,Ven,Cas,precio,3450000.0
Zap,Indígena de Mezquitán,Ven,Cas,precio,4500000.0
Zap,Puerta Las Lomas,Ven,Cas,precio,29900999.0
Zap,Ciudad Bugambilias,Ven,Cas,precio,10390000.0
Zap,Arcos de Guadalupe,Ven,Cas,precio,11900000.0
Zap,Base Aérea Militar No 5,Ven,Cas,precio,8850000.0
Zap,La Cima,Ven,Cas,precio,9900000.0
Zap,Azaleas,Ven,Cas,precio,18899000.0
Zap,La Casita,Ven,Cas,precio,3680000.0
Zap,Bosques de San Isidro (Las Cañadas),Ven,Cas,precio,11300000.0
Zap,La Cima,Ven,Cas,precio,17500000.0
Gdl,Jardines de Los Arcos,Ven,Cas,precio,7760000.0
Desconocido,Desconocida,Ven,Cas,precio,1500000.0
Gdl,La Penal,Ven,Cas,precio,2700000.0
Zap,Bosques,Ven,Cas,precio,4900000.0
Gdl,Magaña,Ven,Cas,precio,4450000.0
Zap,El Colli Urbano,Ven,Cas,precio,4980000.0
Zap,Solares,Ven,Cas,precio,10450000.0
Zap,Puerta de Hierro,Ven,Cas,precio,21655000.0
Zap,Jardines del Valle,Ven,Cas,precio,3160000.0
Zap,Victoria,Ven,Cas,precio,9500000.0
Zap,Jardines de La Patria,Ven,Cas,precio,7990000.0
Zap,Arenales Tapatíos,Ven,Cas,precio,1900000.0
Desconocido,Desconocida,Ven,Cas,precio,7900000.0
Gdl,Providencia,Ven,Cas,precio,19850000.0
Gdl,Italia Providencia,Ven,Cas,precio,11500000.0
Zap,La Venta del Astillero,Ven,Cas,precio,4300000.0
Zap,El Capullo,Ven,Cas,precio,33000000.0
Zap,Virreyes,Ven,Cas,precio,9990000.0
Zap,Tepeyac Casino,Ven,Cas,precio,6900000.0
Gdl,Jardines del Country,Ven,Cas,precio,7500000.0
Zap,Bosques de San Gonzalo,Ven,Cas,precio,3150000.0
Gdl,Ladrón de Guevara,Ven,Cas,precio,10500000.0
Gdl,Electricistas,Ven,Cas,precio,4799000.0
Gdl,Santa Elena Estadio,Ven,Cas,precio,3700000.0
Zap,Parque de La Castellana,Ven,Cas,precio,12500000.0
Desconocido,Desconocida,Ven,Cas,precio,19975000.0
Gdl,Oblatos Pte.,Ven,Cas,precio,859007.0
Zap,El Colli Urbano,Ven,Cas,precio,2590000.0
Zap,Altamira,Ven,Cas,precio,10500000.0
Zap,Villa Verona,Ven,Cas,precio,22000000.0
Zap,Alianza de Cazadores Diana,Ven,Cas,precio,15839999.0
Desconocido,Desconocida,Ven,Cas,precio,7500000.0
Zap,Los Frailes,Ven,Cas,precio,42250999.0
Zap,Solares,Ven,Cas,precio,11349999.0
Gdl,Bosques de La Victoria,Ven,Cas,precio,10610000.0
Zap,Bosques de San Isidro (Las Cañadas),Ven,Cas,precio,14800000.0
Zap,Lomas del Valle,Ven,Cas,precio,24000000.0
Desconocido,Desconocida,Ven,Cas,precio,8500000.0
Zap,Atlas Colomos,Ven,Cas,precio,1900000.0
Zap,Bosques Vallarta,Ven,Cas,precio,7900000.0
Zap,Puerta Las Lomas,Ven,Cas,precio,23700999.0
Zap,Puerta Las Lomas,Ven,Cas,precio,28792999.0
Zap,Maple Coto 1,Ven,Cas,precio,9300000.0
Zap,Praderas del Centinela,Ven,Cas,precio,3750000.0
Gdl,Americana,Ven,Cas,precio,7000000.0
Desconocido,Desconocida,Ven,Cas,precio,8250000.0
Gdl,Americana,Ven,Cas,precio,9990000.0
Gdl,Ladrón de Guevara,Ven,Cas,precio,37500000.0
Zap,Quintas del Bosque,Ven,Cas,precio,2660000.0
Zap,Misión del Bosque,Ven,Cas,precio,15500000.0
Zap,Misión La Floresta,Ven,Cas,precio,2600000.0
Zap,Parques de Tesistán,Ven,Cas,precio,1939000.0
Gdl,Lázaro Cárdenas,Ven,Cas,precio,2180000.0
Zap,Valle Real,Ven,Cas,precio,19319999.0
Gdl,8 de Julio,Ven,Cas,precio,2500000.0
Zap,Arenales Tapatíos,Ven,Cas,precio,2495000.0
